subject,body_text,url_count,has_urgency,label
Feedback on code design patterns (Ref: 896),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",1,0,0
Security Alert: Unauthorized login attempts detected,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",2,0,1
Approved: Expense report #3904 (Ref: 204),"Attached are the slides for the client presentation. Please review them before the call. Thanks, John.",0,0,0
System Warning: Update password immediately!,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-netflix-support.net/login,1,1,1
Lunch reservation details (Ref: 523),"Attached are the slides for the client presentation. Please review them before the call. Thanks, Alice.",1,0,0
System Warning: Update password immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-amazon-support.net/login,1,1,1
Annual performance evaluation reminder (Ref: 506),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Sarah.",0,0,0
Invoice Notification: Payment outstanding #83940,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-netflix-support.net/login,3,1,1
Client presentation slide deck (Ref: 827),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, Sarah.",1,0,0
System Warning: Update password immediately!,You have been selected to receive a promotional gift card. Claim your reward by logging in here. Click here: http://verification-netflix-support.net/login,3,1,1
Approved: Expense report #3904 (Ref: 173),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, Alice.",0,0,0
Netflix: Your subscription has been suspended!,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-netflix-support.net/login,1,1,1
Annual performance evaluation reminder (Ref: 608),"The recent refactor of the database layer looks clean. Great job on the transaction alignments. Thanks, John.",0,0,0
URGENT: Verify your account activity immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,3,1,1
Quarterly financial report summary (Ref: 835),"Your request for business travel expenses has been reviewed and approved by management. Thanks, Sarah.",1,0,0
Microsoft Account: Verify security settings now,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",2,1,1
Release notes for version 2.4.1 (Ref: 392),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, Alice.",0,0,0
PayPal Support: Unauthorized funds transfer request,We could not process your monthly membership. Please update your payment card information at the link below. Click here: http://verification-netflix-support.net/login,2,1,1
Client presentation slide deck (Ref: 261),"Hi Team, please find attached the weekly spreadsheet covering our key performance indicators. Thanks, David.",1,0,0
Netflix: Your subscription has been suspended!,"To protect your privacy, we require verification of your email account status. Click below to continue. Click here: http://verification-amazon-support.net/login",3,1,1
Quarterly financial report summary (Ref: 753),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, David.",1,0,0
System Warning: Update password immediately!,"Your account is past due. To avoid immediate collection actions, pay your outstanding bill at this portal. Click here: http://verification-chase-support.net/login",3,1,1
Approved: Expense report #3904 (Ref: 142),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, Alice.",1,0,0
Invoice Notification: Payment outstanding #83940,Your email security credentials expire in 24 hours. Log in here to synchronize your active password. Click here: http://verification-chase-support.net/login,1,1,1
Weekly Project Progress Update (Ref: 814),"Let's meet tomorrow at 10 AM to discuss task prioritization and sprint objectives. Thanks, John.",0,0,0
Verify your banking details to avoid limitations,"A transaction of $500.00 is pending verification. If you did not authorize this, log in here to cancel it. Click here: http://verification-amazon-support.net/login",3,1,1
Release notes for version 2.4.1 (Ref: 956),"I booked a table for 5 at the corner grill for our team lunch tomorrow. Thanks, John.",0,0,0
URGENT: Verify your account activity immediately!,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-paypal-support.net/login,3,1,1
Quarterly financial report summary (Ref: 547),"This is a reminder to submit your self-assessment before the end-of-month review cycle. Thanks, David.",1,0,0
PayPal Support: Unauthorized funds transfer request,Your recent invoice payment was declined. Update your billing credentials now to prevent account suspension. Click here: http://verification-paypal-support.net/login,3,1,1
New repository pull request merged (Ref: 729),"Attached are the slides for the client presentation. Please review them before the call. Thanks, John.",0,0,0
PayPal Support: Unauthorized funds transfer request,We detected security restrictions on your credit card. Update your banking profile details to restore access. Click here: http://verification-chase-support.net/login,1,1,1
Client presentation slide deck (Ref: 323),"Attached is the PDF copy of our Q3 budget allocation analysis. Let me know if you have questions. Thanks, John.",0,0,0
Microsoft Account: Verify security settings now,We detected unusual login attempts on your account. Please click the link to verify your identity immediately. Click here: http://verification-chase-support.net/login,2,1,1
Quarterly financial report summary (Ref: 286),"We successfully deployed the latest security patches to the production clusters. Thanks, David.",0,0,0
